,Titel,Schlüsselwörter
1365,86285_cleaned,"[('hennig deutschsprachigen', 0.5716), ('evolutionstheorie hennigs', 0.5661), ('organismen hennig', 0.5553), ('hennig biographische', 0.5539), ('hennig emil', 0.5522)]"
1366,51616_cleaned,"[('stadtgliederung québec', 0.7282), ('québec städtische', 0.7223), ('stadtmauern québec', 0.7176), ('québec stadt', 0.6861), ('stadt québec', 0.681)]"
1367,53377_cleaned,"[('titanosaurier osteoderme', 0.6299), ('titanosaurier osteodermen', 0.6098), ('osteoderme titanosauria', 0.6026), ('sauropoda titanosauria', 0.6), ('titanosaurus nominotypisches', 0.5815)]"
1368,874_cleaned,"[('botanica linné', 0.6228), ('botanica genera', 0.5906), ('linné linnaeus', 0.5794), ('philosophia botanica', 0.5787), ('botanica flora', 0.5723)]"
1369,3398600_cleaned,"[('kohlenstoffmonoxid carbonylierungsreaktionen', 0.7088), ('kohlenstoffmonoxid gasförmiger', 0.6926), ('kohlenstoffmonoxid gas', 0.6912), ('kohlenstoffmonoxidhaltigen synthesegasen', 0.6867), ('verbindungen kohlenstoffmonoxids', 0.6865)]"
1370,1629636_cleaned,"[('rüppellfuchses fossilien', 0.5164), ('fossilien rüppellfuchses', 0.5128), ('iucn fehlender', 0.507), ('iucn art', 0.4869), ('rüppellfuchs sandfuchs', 0.4778)]"
1371,359327_cleaned,"[('shaftesburys instruktionen', 0.5925), ('aufklärern shaftesbury', 0.5904), ('shaftesburys abneigung', 0.5882), ('shaftesburys förderung', 0.5879), ('shaftesbury forderung', 0.5848)]"
1372,3385_cleaned,"[('moas dinornithiformes', 0.5801), ('moa dinornithiformes', 0.5762), ('moas palaeognathen', 0.5684), ('palaeognathae moas', 0.5475), ('dinornithiformes familie', 0.5472)]"
1373,1086686_cleaned,"[('lappentaucher podicipedidae', 0.495), ('nordamerikanischen vögeln', 0.4941), ('verbreitungsgebiet nordeuropa', 0.4837), ('nordosten mitteleuropas', 0.4816), ('gelegentlich winter', 0.4742)]"
1374,2339868_cleaned,"[('thutmosis hatschepsuts', 0.6457), ('hatschepsuts thutmosis', 0.6118), ('thutmosis hatschepsut', 0.6097), ('hatschepsut thutmosis', 0.5961), ('thutmosis regierungsjahr', 0.5945)]"
1375,359629_cleaned,"[('restless legs', 0.6519), ('symptome restless', 0.6234), ('syndrom restless', 0.6145), ('restless', 0.5339), ('eingeführte restless', 0.5258)]"
1376,1934947_cleaned,"[('kreuzbergschanzen winter', 0.6472), ('skisprungnachwuchs kreuzbergschanze', 0.6278), ('kreuzberg meter', 0.5974), ('skisprungschanze deutschland', 0.5647), ('kreuzbergschanze februar', 0.5565)]"
1377,73667_cleaned,"[('weihnachtsoratorium bach', 0.753), ('bach weihnachtsoratorium', 0.7164), ('weihnachtsoratorium bwv', 0.6937), ('bach traditionellen', 0.6932), ('oratorium bachs', 0.6813)]"
1378,590625_cleaned,"[('sachsenrosses landeswappen', 0.6307), ('sachsenrosses landesregierung', 0.6251), ('sachsenross landeswappen', 0.6241), ('sachsenross westfalenpferd', 0.6109), ('landeswappen sachsenross', 0.5905)]"
1379,533176_cleaned,"[('hauptfriedhof frankfurt', 0.7097), ('frankfurt hauptfriedhof', 0.7018), ('friedhöfe frankfurt', 0.6782), ('friedhof frankfurt', 0.6771), ('frankfurter hauptfriedhof', 0.6675)]"
1380,1131194_cleaned,"[('ludwig bayern', 0.6913), ('bayern ludwig', 0.6737), ('friedrich bayern', 0.6042), ('bayern ingolstadt', 0.604), ('frankreich bayern', 0.5989)]"
1381,12467412_cleaned,"[('christi sensibilitäten', 0.5172), ('aureolen christi', 0.507), ('museum brussel', 0.5042), ('christi jerusalem', 0.5021), ('museum jerusalem', 0.4953)]"
1382,925577_cleaned,"[('schlossanlage park', 0.551), ('oberschlesisches versailles', 0.5038), ('versailles oberschlesisches', 0.5027), ('großen schlosspark', 0.4953), ('parks deutschen', 0.4856)]"
1383,1756612_cleaned,"[('gasbeleuchtung accum', 0.5688), ('accum nebenprodukten', 0.5256), ('gas accum', 0.5145), ('laborausstattung accum', 0.5131), ('laborübungen accums', 0.5016)]"
1384,6982046_cleaned,"[('schmorsdorfer linde', 0.653), ('maxen schmorsdorfer', 0.6352), ('ortsmitte schmorsdorf', 0.6069), ('ortsteils schmorsdorf', 0.6019), ('schmorsdorf ortsteil', 0.5966)]"
1385,12382135_cleaned,"[('canines cushing', 0.6288), ('canine hyperadrenokortizismus', 0.6057), ('caninen cushing', 0.5736), ('diagnostik caninen', 0.5223), ('steroidhepatopathy dog', 0.5105)]"
1386,645872_cleaned,"[('eugen ewig', 0.6299), ('eugen ewigs', 0.626), ('ewig historische', 0.6121), ('ewig eugen', 0.6085), ('ewig geschichte', 0.6051)]"
1387,1146045_cleaned,"[('operation cobra', 0.6304), ('cobra operation', 0.6101), ('operationen cobra', 0.583), ('bewegungskrieg panzerverbänden', 0.5487), ('panzer division', 0.5321)]"
1388,2534_cleaned,"[('folgenden tolkiens', 0.7374), ('rings tolkien', 0.7309), ('tolkien tolkien', 0.7275), ('tolkien niederpreußischen', 0.724), ('literaturwissenschaft tolkien', 0.7161)]"
1389,57847_cleaned,"[('futuramapedia', 0.7079), ('futurama erneut', 0.684), ('futurama deutschen', 0.6796), ('futurama folge', 0.6744), ('liste futurama', 0.6742)]"
1390,198586_cleaned,"[('nachkriegsjahren stalinismus', 0.5233), ('regime nationalsozialistische', 0.496), ('nationalsozialistische vorherrschaft', 0.4724), ('erhebungen nationalsozialistische', 0.4695), ('zeichen nationalsozialistischen', 0.4673)]"
1391,860842_cleaned,"[('gameswelt gta', 0.573), ('games gta', 0.5441), ('gta rockstar', 0.5423), ('unterhaltungssoftware gta', 0.5363), ('gta game', 0.5353)]"
1392,3808930_cleaned,"[('esther romans', 0.5495), ('gegenseitig esthers', 0.5293), ('esther glasglocke', 0.4942), ('glasglocke besten', 0.4934), ('wortgebilden esthers', 0.4906)]"
1393,3592667_cleaned,"[('afrikanischen pythons', 0.6365), ('pythons pythonidae', 0.5774), ('african python', 0.5608), ('pythonidae', 0.5593), ('uganda pythons', 0.5554)]"
1394,5002526_cleaned,"[('sullivan libretto', 0.7136), ('gilbert sullivan', 0.7041), ('gilbert sullivans', 0.6984), ('sullivan gilbert', 0.694), ('sullivan operas', 0.6866)]"
1395,126986_cleaned,"[('funkturm berlins', 0.6911), ('funkturm berlin', 0.6867), ('funkturms berlin', 0.6823), ('funkturm berliner', 0.6765), ('berliner funkturms', 0.6742)]"
1396,2886456_cleaned,"[('lustfeindlichen philosophen', 0.5972), ('lust verschiedenartigkeit', 0.5641), ('lustlehre philebos', 0.5493), ('lustempfindung lust', 0.5477), ('erstveröffentlichung lustkonzept', 0.5473)]"
1397,11541540_cleaned,"[('yorker lgbt', 0.5405), ('manhattans lgbt', 0.495), ('new orleans', 0.4942), ('lgbt publikation', 0.4775), ('orleans', 0.4551)]"
1398,383468_cleaned,"[('problems würfelverdoppelung', 0.5559), ('lineal würfelverdoppelung', 0.5183), ('würfel volumen', 0.5099), ('problem würfelverdoppelung', 0.5066), ('würfelverdoppelung eratosthenes', 0.5012)]"
1399,22215_cleaned,"[('tamil diaspora', 0.698), ('tamilische diaspora', 0.6762), ('tamilischsprachigen ethnien', 0.6459), ('tamil tamil', 0.6452), ('grammatik tamilsprache', 0.6386)]"
1400,667270_cleaned,"[('zeta funktionalgleichung', 0.6851), ('funktionalgleichung zeta', 0.6826), ('zeta integralkriteriums', 0.6338), ('riemannscher zeta', 0.6298), ('riemannsche zeta', 0.6272)]"
1401,1520121_cleaned,"[('theologie naturphilosophie', 0.4864), ('naturphilosophie pantheistisch', 0.4648), ('amalrichs naturphilosoph', 0.4225), ('gebet theologie', 0.4195), ('naturphilosoph pantheistische', 0.4161)]"
1402,501905_cleaned,"[('wilden wasserbüffels', 0.4966), ('wilden wasserbüffel', 0.4953), ('wilde wasserbüffel', 0.4736), ('verbreitungsgebiet wilden', 0.4525), ('wasserbüffel art', 0.433)]"
1403,8122286_cleaned,"[('lokalanästhesieverfahren patienten', 0.5357), ('anästhetikums nervenfasern', 0.5114), ('behandlung lokalanästhesie', 0.5103), ('kondylenhals nervenstrang', 0.509), ('lokalanästhesie behandlung', 0.5054)]"
1404,270103_cleaned,"[('osttirol tourismus', 0.5927), ('zwischenkriegszeit tourismus', 0.5395), ('gemeinde tourismusinformation', 0.535), ('freundschaftsvertrag osttirol', 0.5313), ('tourismus rauterplatz', 0.493)]"
1405,2062850_cleaned,"[('landeszentralgenossenschaft württembergischer', 0.5651), ('versuchsgut landwirtschaftlichen', 0.5403), ('vegetationsperiode durchschnittstemperatur', 0.5362), ('nebenerwerb landwirtschaftliche', 0.5245), ('geologisch stuttgarter', 0.5144)]"
1406,1132411_cleaned,"[('gebäude stadthauses', 0.6785), ('wesentliches stadthaus', 0.6744), ('alten stadthauses', 0.6584), ('stadthauses zwischenzeitlich', 0.6575), ('funktion stadthauses', 0.6528)]"
1407,58154_cleaned,"[('krieges ludwig', 0.5125), ('deutsche kriegsgeschichte', 0.5096), ('französisch niederländischen', 0.5064), ('ludwigs xiv', 0.505), ('kriege ludwigs', 0.5017)]"
1408,584475_cleaned,"[('zentimeter säbelschnäbler', 0.5319), ('säbelschnäbler zentimeter', 0.5254), ('säbelschnäblers zugverhalten', 0.4862), ('säbelschnäblers feinsedimentige', 0.4721), ('winters säbelschnäbler', 0.4622)]"
1409,465088_cleaned,"[('sosopol stadtgeschichte', 0.6864), ('sosopol stadt', 0.6676), ('stadtgebiet sosopol', 0.6643), ('stadt sosopol', 0.6636), ('stadtmauern sosopolis', 0.6565)]"
1410,1044307_cleaned,"[('malaysischen fluggesellschaften', 0.6735), ('fluggesellschaften kuala', 0.66), ('lumpur fluggesellschaften', 0.6598), ('fluggesellschaften malaysia', 0.6573), ('malaysischen flughafen', 0.6306)]"
1411,3356_cleaned,"[('nobelpreises marie', 0.6641), ('nobelvorlesung marie', 0.6497), ('curie nobel', 0.6051), ('marie curie', 0.5914), ('radium nobelprize', 0.5633)]"
1412,757_cleaned,"[('bundestagswahlrechts bundeswahlgesetz', 0.704), ('bundeswahlgesetz bundestagswahl', 0.7037), ('wahlberechtigt bundeswahlgesetzes', 0.6784), ('bundeswahlgesetz bundeswahlgesetz', 0.674), ('bundesverfassungsgerichtes bundestag', 0.6717)]"
1413,779938_cleaned,"[('francisco pseudonyme', 0.5899), ('francisco spanische', 0.5494), ('enzinas francisco', 0.548), ('religione francisco', 0.5473), ('spanische francisco', 0.5423)]"
1414,1489425_cleaned,"[('mompers berlinförderung', 0.5727), ('berlinweit spd', 0.5555), ('berliner spd', 0.5531), ('spd berlin', 0.5295), ('berlins sonderweg', 0.4973)]"
1415,1401435_cleaned,"[('einwohnerentwicklung saathain', 0.5913), ('einwohnerzahl saathains', 0.5542), ('zahl einwohnerentwicklung', 0.5327), ('saathain einwohner', 0.5326), ('stadt einwohnern', 0.5279)]"
1416,231522_cleaned,"[('nationalmannschaft schweizer', 0.6497), ('nationalmannschaften schweiz', 0.6443), ('schweizer nationalmannschaft', 0.6388), ('schweizer nationalteam', 0.6376), ('schweizer fussballnationalmannschaft', 0.6228)]"
1417,1159328_cleaned,"[('ramone ramones', 0.8016), ('ramones albums', 0.7857), ('album ramones', 0.7801), ('albums ramones', 0.7779), ('revisit ramones', 0.777)]"
1418,3590489_cleaned,"[('fabrik produktion', 0.6111), ('produktion chemische', 0.5431), ('fabrik soda', 0.5197), ('kalk gmbh', 0.5005), ('chemische fabrik', 0.4904)]"
1419,4226_cleaned,"[('element ruthenium', 0.7399), ('ruthenium metall', 0.7268), ('ruthenium element', 0.7245), ('metallisches ruthenium', 0.72), ('metallcluster ruthenium', 0.697)]"
1420,853395_cleaned,"[('chidr islamischen', 0.5226), ('islamische chidr', 0.5122), ('muslimischen chidr', 0.5034), ('chidr islamischer', 0.4975), ('muslimen chidr', 0.4768)]"
1421,403898_cleaned,"[('girl magical', 0.6095), ('magical girls', 0.5937), ('girls magical', 0.5803), ('girl manga', 0.5777), ('magical girl', 0.572)]"
1422,9129_cleaned,"[('empedokles phylogenetischen', 0.4707), ('biologische theorie', 0.4608), ('empedokles philosophie', 0.4488), ('philosophie empedokles', 0.4463), ('empedokles philosophen', 0.4393)]"
1423,923_cleaned,"[('banken medici', 0.5386), ('medici bank', 0.5341), ('medici bankgewerbe', 0.5179), ('cosimo medici', 0.4979), ('mailand medici', 0.488)]"
1424,8814851_cleaned,"[('loire schlossanlage', 0.7455), ('schlösser loiretal', 0.7295), ('loire schloss', 0.7166), ('loire schlössern', 0.6942), ('schlössern loire', 0.6739)]"
1425,16729_cleaned,"[('mineralsäuren phosphorsäure', 0.5949), ('anderer mineralsäuren', 0.5693), ('mineralsäuren abraumhalden', 0.5578), ('ätzend mineralsäure', 0.5434), ('mineralsäure', 0.5291)]"
1426,9153025_cleaned,"[('brand burg', 0.5232), ('sprachrohr burgbesatzung', 0.4769), ('beschreibung burg', 0.4682), ('burgtores westlichen', 0.4666), ('halterungen burgtores', 0.4663)]"
1427,7732648_cleaned,"[('erfahrungsberichte depressionspatienten', 0.6021), ('depression vielfältige', 0.6014), ('depression geäußerte', 0.5939), ('depression kunstgeschichte', 0.5715), ('depressionspatienten großen', 0.5685)]"
1428,1401198_cleaned,"[('luftstreitkräfte invasion', 0.6106), ('luftkrieg operation', 0.6085), ('luftlandeoperationen troop', 0.5859), ('luftkrieg overlord', 0.5732), ('invasion luftraum', 0.5642)]"
1429,1962533_cleaned,"[('quebec gaspésiens', 0.5612), ('landesinneren québec', 0.5381), ('östlichen quebec', 0.5277), ('gaspésie québec', 0.5109), ('québec nordosten', 0.4881)]"
1430,9678857_cleaned,"[('karrāmiya karrāmitischer', 0.6372), ('karrāmiya frömmigkeit', 0.6197), ('karrāmīya korporealisten', 0.6111), ('karrāmīya wie', 0.605), ('karrāmīya streitereien', 0.5966)]"
1431,3454_cleaned,"[('manga comicstrips', 0.736), ('manga comics', 0.7359), ('mangas comicmärkte', 0.7272), ('mangas japanische', 0.7073), ('japan mangas', 0.707)]"
1432,9237583_cleaned,"[('europäischen wirtschaftszentren', 0.5771), ('nürnberger bancogericht', 0.574), ('wechselgeschäfte nürnberg', 0.5609), ('börse finanzgeschäfte', 0.5451), ('nürnberger banco', 0.5446)]"
1433,3016_cleaned,"[('einleitung lichtgeschwindigkeit', 0.7383), ('energiezufuhr lichtgeschwindigkeit', 0.7269), ('materialabhängigkeit lichtgeschwindigkeit', 0.7147), ('konsequenzen lichtgeschwindigkeit', 0.7075), ('teilchengeschwindigkeit lichtgeschwindigkeit', 0.7053)]"
1434,171822_cleaned,"[('filmdebüt davis', 0.7052), ('davis filme', 0.6962), ('filme davis', 0.6655), ('film davis', 0.6464), ('hollywood filmen', 0.6247)]"
1435,5365398_cleaned,"[('stalinistischen terrors', 0.6064), ('stalinistischen sowjetunionviola', 0.6015), ('stalinismus terror', 0.5969), ('stalin regionen', 0.5895), ('stalin entkulakisierung', 0.5818)]"
1436,1872003_cleaned,"[('debütalbum rappers', 0.5734), ('rappers az', 0.5354), ('rapper genres', 0.5319), ('single rappers', 0.5078), ('rappers', 0.506)]"
1437,252831_cleaned,"[('höhensiedlungen rudelsburg', 0.5823), ('rudelsburg innere', 0.5811), ('siedlung rudelsburg', 0.5795), ('vorburg rudelsburg', 0.5768), ('fremdenbuche rudelsburg', 0.5751)]"
1438,7615895_cleaned,"[('bitterfeld filmer', 0.7092), ('films bitterfeld', 0.6983), ('filmer bitteres', 0.6637), ('bitterfeld film', 0.6561), ('film bitteres', 0.6409)]"
1439,44578_cleaned,"[('kalzinierung aluminiumoxid', 0.5398), ('marmor mineralvergesellschaftungen', 0.5242), ('schichtenfolge aluminium', 0.5232), ('zusammensetzung al2o3', 0.5147), ('mineralbildung korund', 0.51)]"
1440,20812_cleaned,"[('europäische bison', 0.6748), ('european bison', 0.6606), ('bison europäische', 0.6584), ('bison species', 0.6486), ('bison europe', 0.6486)]"
1441,418606_cleaned,"[('gute philosophischen', 0.571), ('guten moralphilosophische', 0.5582), ('gute philosophen', 0.5507), ('guten philosoph', 0.5393), ('theologie gutheit', 0.531)]"
1442,4337682_cleaned,"[('everest gasherbrum', 0.5421), ('everest achttausender', 0.5383), ('peak besteigung', 0.5056), ('peak gasherbrum', 0.4947), ('peak annapurna', 0.4922)]"
1443,3174_cleaned,"[('manganoxid pigmente', 0.622), ('natürliche pigmente', 0.5716), ('pigmente', 0.5339), ('oxidationszustände mangan', 0.5237), ('elementarzelle manganatome', 0.5233)]"
1444,1833_cleaned,"[('fölsing galileo', 0.7368), ('italienischen galileo', 0.7355), ('galileo galileis', 0.7182), ('regie galileo', 0.7155), ('galilei galileo', 0.7153)]"
1445,204369_cleaned,"[('gebirge tourismus', 0.5116), ('gästezahl tourismusregionen', 0.5078), ('tourismusregionen deutlich', 0.4913), ('nordfuß gebirges', 0.486), ('gebirges wintersportgebieten', 0.486)]"
1446,82350_cleaned,"[('hedin stockholm', 0.637), ('hedins stockholmer', 0.6181), ('hedin sven', 0.6157), ('hedins sven', 0.5927), ('theresienstadt hedin', 0.5792)]"
1447,199007_cleaned,"[('mathilde rechtsgeschäfte', 0.659), ('herrschaftsverständnisses mathilde', 0.62), ('bedeutung mathildes', 0.6135), ('mathildes forschungsgeschichte', 0.6084), ('gesandtschaftskontakt mathilde', 0.5907)]"
1448,10257101_cleaned,"[('regionalhistorisch beiträge', 0.5623), ('literarischen regionalismus', 0.495), ('literaturwissenschaft women', 0.4848), ('regionalistin egg', 0.4814), ('analyse regionalhistorisch', 0.4802)]"
1449,8193_cleaned,"[('bundespräsidentin bundesversammlungen', 0.69), ('amtssitze bundespräsidenten', 0.68), ('bundespräsidenten bundesversammlung', 0.6672), ('bundespräsidenten selbstbeschreibung', 0.6654), ('bundesregierung bundespräsidenten', 0.6644)]"
1450,22094_cleaned,"[('hellenistische theoretisch', 0.6333), ('entwicklungen hellenismus', 0.6174), ('hellenistische epoche', 0.6145), ('hellenistischen historiographie', 0.6039), ('hellenismus deutsche', 0.6033)]"
1451,174386_cleaned,"[('abrams panzer', 0.687), ('abrams panzern', 0.681), ('abrams panzerung', 0.6768), ('army panzer', 0.6392), ('m1 panzer', 0.6385)]"
1452,61926_cleaned,"[('monroe achtjähriges', 0.6322), ('monroe kommunikationsproblem', 0.6248), ('präsidenten monroe', 0.6238), ('monroe politik', 0.6235), ('administration monroes', 0.615)]"
1453,85796_cleaned,"[('rock progressive', 0.6737), ('rockmusik musikalisch', 0.6444), ('progressive rock', 0.644), ('progressiven rock', 0.6328), ('progressive musiker', 0.631)]"
1454,2268_cleaned,"[('römischen reiches', 0.5309), ('namen reiches', 0.5277), ('römischen reichs', 0.527), ('römischen reichstitel', 0.5196), ('heiligen römischen', 0.5053)]"
1455,1070887_cleaned,"[('mayer historischen', 0.6512), ('mayer historisches', 0.6431), ('gemeinschaftsarbeit mayer', 0.6352), ('mittelalterhistorikern mayer', 0.6313), ('geschichtswissenschaft mayer', 0.6094)]"
1456,5180292_cleaned,"[('reichsdeutscher sfk', 0.6148), ('reichsdeutsche sfk', 0.6053), ('sfk reichsführer', 0.5893), ('gegenwehr freikorps', 0.5839), ('freikorps sudetendeutsche', 0.5687)]"
1457,502181_cleaned,"[('schnell wehrmachtverbände', 0.5307), ('wehrmachtführungsstab generalstab', 0.5205), ('wehrmachtverbände kommandeure', 0.5131), ('wehrmachtverbände', 0.5128), ('wehrmachtverbände festen', 0.4995)]"
1458,4988661_cleaned,"[('martha goldberg', 0.678), ('goldberg martha', 0.6726), ('goldberg außergewöhnliches', 0.5766), ('goldberg kindertagesheim', 0.5715), ('goldberg außerordentlich', 0.5641)]"
1459,12364_cleaned,"[('becker paula', 0.6677), ('paula becker', 0.6421), ('paula beckers', 0.6236), ('paula beckerlebenslauf', 0.6205), ('familie becker', 0.5912)]"
1460,5647355_cleaned,"[('afghanischen bürgerkrieges', 0.6982), ('afghanischen bürgerkriegs', 0.6875), ('afghanischen bürgerkrieg', 0.6822), ('afghanische bürgerkrieg', 0.655), ('afghanischer bürgerkrieg', 0.6341)]"
1461,1084_cleaned,"[('einwohner eingemeindungen', 0.6519), ('großstädten einwohner', 0.6481), ('einwohner dresdens', 0.648), ('einwohner stadt', 0.6443), ('einwohner deutschland', 0.6376)]"
